시군구코드,지정년도,지정번호,신청일자,지정일자,업소명,소재지도로명,소재지지번,허가(신고)번호,업태명,주된음식,영업장면적(㎡),행정동명,급수시설구분,소재지전화번호
3220000,2016,87,20161125,20161125,삼성동 명인등심,"서울특별시 강남구 봉은사로86길 30, (삼성동,지상2층)",서울특별시 강남구 삼성동  148번지 15호  지상2층,3220000-101-2002-00304,한식,한우특등심,264,삼성1동,상수도전용,02 5649049
3220000,2010,20,20100210,20100210,프로간장게장,"서울특별시 강남구 테헤란로83길 53, (삼성동)",서울특별시 강남구 삼성동  152번지 56호  ,3220000-101-1990-15766,한식,간장게장,71.39,삼성1동,상수도전용,02 5690860
3220000,2021,33,20211116,20211116,해랑,"서울특별시 강남구 봉은사로1길 39, 유성빌딩 지상2층 201호,202호 (논현동)",서울특별시 강남구 논현동  165번지 17호  유성빌딩,3220000-101-2022-00008,한식,해물탕,215.52,논현1동,,02  544 7270
3220000,2021,47,20211001,20211116,본가 신의주 찹쌀순대,"서울특별시 강남구 영동대로112길 6, (삼성동,지상1층)",서울특별시 강남구 삼성동  107번지 4호  지상1층,3220000-101-2006-00304,한식,,194.88,삼성1동,상수도전용,02 5164840
3220000,2021,48,20181001,20211116,나무(대치점),"서울특별시 강남구 선릉로86길 37, (대치동)",서울특별시 강남구 대치동  890번지 45호  ,3220000-101-1992-20440,한식,참치회,360.48,대치4동,상수도전용,
3220000,2021,49,20211001,20211116,이조식당,"서울특별시 강남구 봉은사로112길 28, (삼성동)",서울특별시 강남구 삼성동  165번지 15호  ,3220000-101-1990-15783,한식,광어회,94.8,삼성1동,상수도전용,02 5630623
3220000,2016,111,20161125,20161125,공수간 코엑스몰,"서울특별시 강남구 영동대로 513, 컨벤션센터동 지하1층 H116호 (삼성동, 코엑스몰)",서울특별시 강남구 삼성동  159번지  ,3220000-101-2014-01061,분식,"떡볶이, 순대, 김밥",65,삼성1동,,
3220000,2016,113,20161125,20161125,명동칼국수,"서울특별시 강남구 영동대로 513, 지하1층 O104호 (삼성동, 코엑스몰)",서울특별시 강남구 삼성동  159번지  지하1층,3220000-101-2014-00157,일식,"칼국수, 보쌈",160.61,삼성1동,,260026533
3220000,2016,112,20161125,20161125,도모다찌,"서울특별시 강남구 영동대로 513, 지하1층 L101호 (삼성동, 코엑스몰)",서울특별시 강남구 삼성동  159번지  지하1층,3220000-101-2000-21888,경양식,"돈가스, 초밥",69.75,삼성1동,상수도전용,260026243
3220000,2016,120,20161125,20161125,예가낙지마을,"서울특별시 강남구 영동대로 513, 지하1층 O-110호 (삼성동, 스타필드 코엑스몰)",서울특별시 강남구 삼성동  159번지  스타필드 코엑스몰 지하1층-O-110,3220000-101-2002-00617,한식,"낙지 볶음, 덮밥",69.75,삼성1동,,
3220000,2010,21,20100210,20100210,동경,"서울특별시 강남구 영동대로 513, 지하1층 J108호 (삼성동, 코엑스몰 )",서울특별시 강남구 삼성동  159번지 1호  코엑스몰 J198,3220000-101-2000-22001,분식,돈까스,72.85,삼성1동,상수도전용,260026460
3220000,2014,15,20141006,20141006,토말,"서울특별시 강남구 선릉로121길 13, 지상1, 2층 (논현동)",서울특별시 강남구 논현동  254번지 23호  ,3220000-101-2009-00927,한식,보리굴비,400,논현1동,상수도전용,
3220000,2010,53,20100210,20100210,조수사,"서울특별시 강남구 테헤란로14길 6, (역삼동)",서울특별시 강남구 역삼동  823번지 24호  ,3220000-101-1991-07598,일식,회,227.23,역삼1동,상수도전용,205641133
3220000,2010,11,20100210,20100210,토담골,"서울특별시 강남구 봉은사로37길 5, 태양빌딩 지하1층 (논현동)",서울특별시 강남구 논현동  236번지 4호  태양빌딩,3220000-101-1996-14164,한식,한정식,425.16,논현1동,상수도전용,02 5485121
3220000,2016,73,20161125,20161125,시골진지상,"서울특별시 강남구 삼성로 535, (삼성동)",서울특별시 강남구 삼성동  127번지 9호  ,3220000-101-1996-13914,한식,보리굴비정식,136.8,삼성2동,상수도전용,02 5553448
3220000,2013,7,20130710,20130710,무교동유정낙지청담점,"서울특별시 강남구 영동대로 732, (청담동)",서울특별시 강남구 청담동  131번지 10호  ,3220000-101-1994-17792,한식,낙지,82.59,청담동,상수도전용,02 5404362
3220000,2016,110,20161125,20161125,가득드림,"서울특별시 강남구 영동대로 513, 지하1층 M113호 (삼성동, 컨벤션센타 코엑스몰)",서울특별시 강남구 삼성동  159번지  지하1층,3220000-101-2014-00459,분식,도시락,39.2,삼성1동,,02  551 8288
3220000,2021,157,20211001,20211116,미로정,"서울특별시 강남구 테헤란로33길 19, (역삼동,지상2층)",서울특별시 강남구 역삼동  671번지 27호  지상2층,3220000-101-2007-00232,한식,부대찌개,129.2,역삼1동,상수도전용,
3220000,2022,205,20221104,20221104,한촌설렁탕 선릉역점,"서울특별시 강남구 선릉로86길 24, 지상2층 (대치동)",서울특별시 강남구 대치동  896번지  지상2층,3220000-101-2016-00463,한식,설렁탕,97.93,대치1동,,
3220000,2021,28,20181001,20211116,유장원보쌈,"서울특별시 강남구 학동로28길 5, (논현동,지상1,2층)","서울특별시 강남구 논현동  129번지 4호  지상1,2층",3220000-101-1993-07144,한식,"보쌈, 족발",255.23,논현1동,상수도전용,205165625
3220000,2022,290,20221104,20221104,강남어시장,"서울특별시 강남구 강남대로94길 88, 지상1층 102호 (역삼동)",서울특별시 강남구 역삼동  646번지 5호  ,3220000-101-2021-00693,한식,수산물(회),35.58,역삼1동,,
3220000,2010,3,20100210,20100210,원조닭칼국수,"서울특별시 강남구 논현로10길 13, (개포동,지상1층)",서울특별시 강남구 개포동  1193번지 7호  지상1층,3220000-101-2005-01017,분식,닭칼국수,86,개포4동,상수도전용,234614424
3220000,2022,219,20221104,20221104,국고집,"서울특별시 강남구 선릉로86길 30, 지하1층 (대치동)",서울특별시 강남구 대치동  896번지 16호  ,3220000-101-2019-00805,식육(숯불구이),"국밥, 소고기",175.71,대치1동,,
3220000,2010,4,20100210,20100210,김수사,"서울특별시 강남구 도산대로 132, (논현동)",서울특별시 강남구 논현동  4번지 19호  ,3220000-101-1986-19340,일식,"회,코스요리",107.83,논현1동,상수도전용,205475221
3220000,2022,267,20221104,20221104,박대박,"서울특별시 강남구 언주로172길 60, 지상1층 (신사동)",서울특별시 강남구 신사동  663번지 11호  ,3220000-101-2021-01254,한식,부대찌개,125.62,신사동,,
3220000,2021,24,20211001,20211116,청담항,"서울특별시 강남구 영동대로138길 9, 지상2층 202호 (청담동)",서울특별시 강남구 청담동  131번지 14호  ,3220000-101-2021-00800,일식,광어회,170,청담동,,
3220000,2010,58,20100210,20100210,뉴욕바닷가재청담점,"서울특별시 강남구 선릉로152길 5, (청담동,지상1층)",서울특별시 강남구 청담동  85번지 6호  지상1층,3220000-101-2002-00381,분식,바닷가재,145.71,청담동,,02 5470023
3220000,2022,301,20221104,20221104,무탄,"서울특별시 강남구 논현로176길 22, 1층 (신사동)",서울특별시 강남구 신사동  613번지 2호  ,3220000-101-2020-00358,중국식,"자장면, 짬뽕",270.04,신사동,,
3220000,2022,291,20221104,20221104,전주명가,"서울특별시 강남구 강남대로 314, 지상1층 (역삼동)",서울특별시 강남구 역삼동  837번지 12호  ,3220000-101-1995-14356,한식,감자탕,115.28,역삼1동,상수도전용,02 5555842
3220000,2022,299,20221104,20221104,계승집,"서울특별시 강남구 학동로2길 55, 환희빌딩 지상1층 (논현동)",서울특별시 강남구 논현동  163번지 12호  환희빌딩,3220000-101-2022-00463,한식,"우동, 불고기",255.03,논현1동,,02  511 7829
3220000,2022,295,20221104,20221104,명동칼국수샤브샤브,"서울특별시 강남구 언주로 427, (역삼동,1층역삼디오빌112호)",서울특별시 강남구 역삼동  720번지 25호  1층역삼디오빌112호,3220000-101-2010-00195,한식,칼국수,93.05,역삼2동,상수도전용,
3220000,2022,232,20221104,20221104,천미미,"서울특별시 강남구 강남대로152길 11, 지상1층 (신사동)",서울특별시 강남구 신사동  512번지 19호  ,3220000-101-2018-00079,중국식,자장면,235.69,신사동,,
3220000,2022,292,20221104,20221104,명가한식,"서울특별시 강남구 역삼로14길 6, 1층 (역삼동)",서울특별시 강남구 역삼동  834번지 48호  ,3220000-101-2018-00928,한식,삼겹살,97,역삼1동,,553 9800
3220000,2022,246,20221104,20221104,바다를 훔친 언니,"서울특별시 강남구 강남대로154길 12, (신사동)",서울특별시 강남구 신사동  512번지 1호  ,3220000-101-2009-01127,분식,"해물모둠, 전골",86.06,신사동,상수도전용,
3220000,2016,203,20161125,20161125,아오끼,"서울특별시 강남구 선릉로100길 30, (삼성동,지상1층)",서울특별시 강남구 삼성동  140번지 17호  지상1층,3220000-101-2001-24240,일식,회정식,314.05,삼성2동,상수도전용,02 5691586
3220000,2021,82,20110701,20211116,(주)도곡본점 해우리,"서울특별시 강남구 도곡로 116, 지하1층 (도곡동)",서울특별시 강남구 도곡동  942번지 1호  꿈이룸 명진타워,3220000-101-2019-00008,한식,한정식,471.26,도곡1동,,02  501 4997
3220000,2021,77,20211001,20211116,송화,"서울특별시 강남구 테헤란로19길 12, 1층 (역삼동)",서울특별시 강남구 역삼동  645번지 19호  ,3220000-101-2021-00171,한식,김치찜,132,역삼1동,,
3220000,2016,108,20161125,20161125,하동관,"서울특별시 강남구 영동대로 513, 지하1층 J-101호 (삼성동, 코엑스 기존컨벤션센터)",서울특별시 강남구 삼성동  159번지  코엑스 기존컨벤션센터 지하1-J-101,3220000-101-2014-01108,한식,한우곰탕,202.46,삼성1동,,
3220000,2017,454,20171010,20171124,두릉도원 북촌순두부,"서울특별시 강남구 학동로4길 15, 1층 107,108,109호 (논현동, 동화히스토리)",서울특별시 강남구 논현동  122번지 8호  동화히스토리 1층,3220000-101-2014-00888,한식,"순두부, 보쌈",129,논현1동,,02  565 2792
3220000,2021,307,20201001,20211116,토담골49번지,"서울특별시 강남구 삼성로 766, 유림빌딩 지하1층 (청담동)",서울특별시 강남구 청담동  49번지  유림빌딩,3220000-101-2018-00985,한식,정식,587.46,청담동,,
3220000,2017,470,20171010,20171124,연화산,"서울특별시 강남구 언주로93길 31, (역삼동,지상2층)",서울특별시 강남구 역삼동  677번지 1호  지상2층,3220000-101-2001-23941,중국식,중식,217.49,역삼1동,상수도전용,02 5585375
3220000,2021,203,20181001,20211116,천하일품추어탕,"서울특별시 강남구 언주로 508, (역삼동,상록회관지하1층)",서울특별시 강남구 역삼동  701번지 0호  상록회관지하1층,3220000-101-2002-01081,한식,추어탕,247.93,역삼1동,상수도전용,5019970
3220000,2010,39,20100210,20100210,내림손 삼계탕,"서울특별시 강남구 논현로 428, (역삼동,지상1층)",서울특별시 강남구 역삼동  726번지 15호  지상1층,3220000-101-2000-21727,한식,삼계탕,112,역삼2동,상수도전용,02 5547266
3220000,2021,309,20201001,20211116,아구본가 첨벙 신사본점,"서울특별시 강남구 강남대로150길 12, 지하1층나호, 1층나호 (논현동)",서울특별시 강남구 논현동  16번지 2호  ,3220000-101-1989-18099,한식,아귀찜,105.3,논현1동,상수도전용,205438873
3220000,2010,27,20100210,20100210,이즈미,"서울특별시 강남구 압구정로 165, (압구정동,현대백화점 05-7)",서울특별시 강남구 압구정동  429번지 0호  현대백화점 05-7,3220000-101-1985-07750,한식,생선회,340.5,신사동,상수도전용,234165811
3220000,2013,8,20130710,20130710,우밀가 상록점,"서울특별시 강남구 언주로 508, 지하1층 (역삼동)",서울특별시 강남구 역삼동  701번지 0호  ,3220000-101-2002-01031,한식,불고기,466.87,역삼1동,상수도전용,5602020
3220000,2021,83,20140901,20211116,무화잠,"서울특별시 강남구 강남대로 292, 뱅뱅빌딩 지하1층 (도곡동)",서울특별시 강남구 도곡동  943번지  뱅뱅빌딩,3220000-101-2020-01020,한식,오리,474.65,도곡1동,,
3220000,2021,85,20130710,20211116,금강수림,"서울특별시 강남구 강남대로 240, (도곡동,양재SK허브프리모 지하2층)",서울특별시 강남구 도곡동  953번지 1호  양재SK허브프리모 지하2층,3220000-101-2011-00829,한식,장어,284.81,도곡1동,,25779992
3220000,2010,61,20100730,20100915,진수사,"서울특별시 강남구 테헤란로37길 13-7, (역삼동)",서울특별시 강남구 역삼동  677번지 15호  ,3220000-101-1991-16138,일식,회,114,역삼1동,상수도전용,205613544
3220000,2021,333,20211001,20211116,햇무리,"서울특별시 강남구 테헤란로84길 25, (대치동)",서울특별시 강남구 대치동  956번지 15호  ,3220000-101-1993-00342,한식,고기덮밥,84.99,대치2동,상수도전용,
3220000,2015,5,20151106,20151106,단스시(논현점),"서울특별시 강남구 언주로 652, (논현동,지상2층)",서울특별시 강남구 논현동  238번지 0호  지상2층,3220000-101-2007-00170,일식,초밥,349.52,논현2동,상수도전용,234451114
3220000,2023,309,20231010,20231123,우리돈삼이,"서울특별시 강남구 테헤란로 147, 지하1층 1호 (역삼동)",서울특별시 강남구 역삼동  642번지 16호  ,3220000-101-2015-01046,한식,삼겹살,82.31,역삼1동,,
3220000,2010,56,20100210,20100210,옛날집,"서울특별시 강남구 선릉로148길 38, (청담동,지하1층)",서울특별시 강남구 청담동  20번지 12호  지하1층,3220000-101-2009-00332,한식,명란정식,160.64,청담동,상수도전용,02  549 7888
3220000,2016,163,20161125,20161125,양문(역삼점),"서울특별시 강남구 언주로93길 21, 1층 (역삼동, 남전타운)",서울특별시 강남구 역삼동  677번지 5호  ,3220000-101-2015-01126,기타,육개장,171.6,역삼1동,,
3220000,2017,475,20171010,20171124,두껍삼 역삼직영점,"서울특별시 강남구 테헤란로8길 17, 지상1, 2, 3층 (역삼동)",서울특별시 강남구 역삼동  823번지 12호  ,3220000-101-2016-01067,한식,삼겹살,796.32,역삼2동,,
3220000,2016,119,20161125,20161125,케르반레스토랑 코엑스점,"서울특별시 강남구 영동대로 513, 지하1층 H105호 (삼성동, 기존컨벤션센터)",서울특별시 강남구 삼성동  159번지 0호  기존컨벤션센터 지하1층-H105,3220000-101-2014-01136,경양식,"고기, 피자",216.11,삼성1동,,02  556 4746
3220000,2010,17,20100210,20100210,놀부보쌈과 부대찌게 삼성1호,"서울특별시 강남구 영동대로85길 7, (대치동)",서울특별시 강남구 대치동  947번지 1호  ,3220000-101-1996-14065,한식,보쌈,116.52,대치2동,상수도전용,02 5573848
3220000,2010,22,20100210,20100210,스카이라운지,"서울특별시 강남구 봉은사로 524, 28층 (삼성동, 코엑스인터컨티넨탈서울 )",서울특별시 강남구 삼성동  159번지  코엑스인터컨티넨탈서울 28층,3220000-101-1999-20288,경양식,스테이크,467.98,삼성1동,상수도전용,02 5597034
3220000,2013,144,20130710,20130710,브래서리,"서울특별시 강남구 봉은사로 524, 1층 (삼성동, 인터컨티넨탈 서울 코엑스)",서울특별시 강남구 삼성동  159번지  ,3220000-101-1899-20451,경양식,뷔페,950.66,삼성1동,상수도전용,
3220000,2013,4,20130710,20130710,하꼬네,"서울특별시 강남구 테헤란로 521, 지상1층 (삼성동, 인터콘티넨탈)",서울특별시 강남구 삼성동  159번지 8호  ,3220000-101-1988-07860,일식,하꼬네,1115,삼성1동,상수도전용,02 5597034
3220000,2010,22,20100210,20100210,아시안라이브,"서울특별시 강남구 봉은사로 524, 2층 (삼성동, 인터컨티넨탈 서울 코엑스)",서울특별시 강남구 삼성동  159번지  ,3220000-101-1999-20829,경양식,퓨전음식,1205.02,삼성1동,,2
3220000,2014,189,20141006,20141006,새마을식당,"서울특별시 강남구 봉은사로 210, (역삼동)",서울특별시 강남구 역삼동  651번지 1호  ,3220000-101-1987-07633,한식,고기구이,300.44,역삼1동,상수도전용,2
3220000,2023,296,20231010,20231123,영이네,"서울특별시 강남구 도곡로4길 19, 지상1층 (도곡동)",서울특별시 강남구 도곡동  944번지 9호  ,3220000-101-2018-00169,기타,분식 및 즉석떡볶이,212.44,도곡1동,,
3220000,2023,300,20231010,20231123,영암집,"서울특별시 강남구 강남대로124길 49, (논현동,지상1층)",서울특별시 강남구 논현동  138번지 14호  지상1층,3220000-101-2004-01333,분식,소고기,66.66,논현1동,상수도전용,5464198
3220000,2023,301,20231010,20231123,만두의 전설,"서울특별시 강남구 학동로 158, (논현동)",서울특별시 강남구 논현동  127번지 0호  ,3220000-101-1993-06484,분식,만두,47.03,논현1동,상수도전용,205492473
3220000,2023,302,20231010,20231123,언양불고기,"서울특별시 강남구 학동로2길 15, 1층 (논현동)",서울특별시 강남구 논현동  141번지 5호  ,3220000-101-1990-17870,한식,소고기,144.64,논현1동,상수도전용,02 5482684
3220000,2023,298,20231010,20231123,리브팜 압구정,"서울특별시 강남구 압구정로18길 7, 정인빌딩 지상1층 (신사동)",서울특별시 강남구 신사동  571번지  정인빌딩,3220000-101-2023-00555,패밀리레스트랑,샐러드,133.58,신사동,,02  60818179
3220000,2023,303,20231010,20231123,골목길,"서울특별시 강남구 언주로149길 5-4, 지상1층 (논현동)",서울특별시 강남구 논현동  63번지 10호  ,3220000-101-1990-16720,한식,조개찜,147.6,논현1동,상수도전용,02 5441452
3220000,2023,304,20231010,20231123,꽃지삼성,"서울특별시 강남구 봉은사로 610, (삼성동)",서울특별시 강남구 삼성동  160번지 18호  ,3220000-101-1996-20018,한식,간장게장,198.62,삼성1동,상수도전용,02 5554185
3220000,2023,305,20231010,20231123,초심한우 정육식당,"서울특별시 강남구 언주로148길 27, 1,2층 (논현동)",서울특별시 강남구 논현동  96번지 1호  ,3220000-101-2017-01249,정종/대포집/소주방,소고기,199.04,논현1동,,
3220000,2023,307,20231010,20231123,노다지 삼겹살,"서울특별시 강남구 삼성로64길 49, (대치동)",서울특별시 강남구 대치동  977번지 15호  ,3220000-101-1999-19790,한식,"삼겹살, 차돌박이",96.82,대치1동,상수도전용,02 5541463
3220000,2023,308,20231010,20231123,사조참치삼성점,"서울특별시 강남구 영동대로86길 17, (대치동)",서울특별시 강남구 대치동  996번지 16호  ,3220000-101-1992-07497,일식,참치회,192.4,대치1동,상수도전용,02 5614504
3220000,2016,168,20161125,20161125,호보식당,"서울특별시 강남구 논현로85길 43, (역삼동,지하1층)",서울특별시 강남구 역삼동  741번지 12호  지하1층,3220000-101-2005-00354,한식,삼겹살,271.07,역삼1동,상수도전용,02  565 5505
3220000,2010,58,20100210,20100210,(주)청담푸드빌(청담복집)(신의주찹쌀순대),"서울특별시 강남구 영동대로 725, (청담동)",서울특별시 강남구 청담동  68번지 7호  ,3220000-101-1985-16486,한식,순대,857.93,청담동,상수도전용,02 5119081
3220000,2022,303,20221104,20221104,보슬보슬 압구정본점,"서울특별시 강남구 압구정로 216, 코끼리상가 지상1층 16,17,18,19호 (신사동)",서울특별시 강남구 신사동  615번지 1호  코끼리상가,3220000-101-2022-00484,한식,"김밥, 분식류",138.15,신사동,,
3220000,2022,324,20221104,20221104,남도랑,"서울특별시 강남구 역삼로5길 5, (역삼동,지상1층)",서울특별시 강남구 역삼동  830번지 22호  지상1층,3220000-101-2007-00062,한식,매운탕,141.16,역삼1동,상수도전용,
3220000,2021,4,20211116,20211116,논골집,"서울특별시 강남구 논현로12길 16, 지상1층 (개포동)",서울특별시 강남구 개포동  1197번지  ,3220000-101-1998-19125,한식,"갈비, 안창살 구이",148.5,개포1동,상수도전용,02 5499930
3220000,2022,252,20221104,20221104,해남집,"서울특별시 강남구 강남대로160길 16, (신사동,지상1층)",서울특별시 강남구 신사동  508번지 3호  지상1층,3220000-101-2004-01318,한식,남도음식,125.62,신사동,상수도전용,02 5177050
3220000,2022,330,20221104,20221104,윤화돈까스 기사식당,"서울특별시 강남구 도곡로 221, (역삼동,셀라빌딩1층)",서울특별시 강남구 역삼동  787번지 12호  셀라빌딩1층,3220000-101-2011-00213,한식,돈까스,214.5,역삼2동,상수도전용,
3220000,2010,58,20100210,20100210,카페비스타,"서울특별시 강남구 영동대로 737, (청담동,지상1층)",서울특별시 강남구 청담동  53번지 7호  지상1층,3220000-101-1999-20198,경양식,한우우거지,471,청담동,상수도전용,02 5413111
3220000,2010,58,20100210,20100210,와인앤다인,"서울특별시 강남구 영동대로 737, (청담동,1층)",서울특별시 강남구 청담동  53번지 7호  1층,3220000-101-1987-07219,한식,삭스핀,489.05,청담동,상수도전용,02 5413111
